p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
13,33,7.344349827689425e-05,39.10822128215544,0,0.0204775333404541,12.220776319503784
90,4,8.298525645659387e-05,36.67156571916737,1,12.240182876586914,79.55176019668579
82,4,0.0004584308504525883,34.04794236215492,2,79.57161974906921,137.7498381137848
51,35,0.0002794742892516479,35.44147681892689,3,137.76980638504028,175.82686710357666
37,2,0.0002903859395131089,34.55509488353526,4,175.847088098526,204.94026517868042
13,58,0.015786461083170975,32.01254924475963,5,205.10218167304993,217.41614437103271
62,28,0.013876222003303833,32.4448491434311,6,217.4357886314392,264.76743388175964
87,49,0.0012426257391665988,35.024324257692854,7,264.79119205474854,334.7343304157257
50,5,0.0022214995811498956,33.54974306620366,8,334.7562141418457,373.7861547470093
32,2,0.0008831885432726975,32.8671018119481,9,373.81090235710144,400.42026019096375
11,20,0.00010028498821528187,39.1690058490099,10,400.54882526397705,411.2060298919678
11,13,0.00012198970136825343,39.25798806959321,11,411.3361744880676,422.33487343788147
12,5,0.00017117576414962693,38.06695608708482,12,422.4673135280609,434.570907831192
11,14,0.0002257143290280254,38.696439783342626,13,434.7117941379547,445.7442648410797
25,12,0.00012904323835252055,39.259251405822646,14,445.88136529922485,467.15096044540405
25,64,0.0001386571791263745,38.37111105053511,15,467.2958528995514,489.8134346008301
31,12,0.00012924137219933615,37.914841689854924,16,489.9531264305115,516.6286706924438
24,2,1.1976979984287352e-05,35.7247227765232,17,516.7828624248505,537.7837953567505
25,6,0.0001242114909909033,39.069983533040286,18,537.9207694530487,559.7198338508606
23,12,0.00015905165664802716,36.829979714915275,19,559.8589658737183,581.2964837551117
24,29,0.00013105649006564548,37.60061343081537,20,581.4368734359741,604.814416885376
11,2,0.00012601465594071565,33.99890478222024,21,604.9533305168152,615.5597989559174
11,54,0.00010342019987618056,37.20389326352941,22,615.7058253288269,626.3684253692627
11,10,5.030868545470353e-05,38.37557344234547,23,626.5108225345612,637.9209563732147
10,18,0.00043774929329249606,40.619927218657075,24,638.0652370452881,648.8218066692352
10,19,0.0010048711758270572,38.13968634031129,25,648.9766120910645,658.992582321167
10,7,0.000429092112892612,40.066992273876,26,659.1389126777649,669.3842766284943
10,4,0.0004657861094072029,38.32620098627327,27,669.5298368930817,680.0226449966431
10,7,0.00012776608252379368,37.60463222477792,28,680.1724827289581,690.2501199245453
15,25,0.00041624586249465196,38.41517163403604,29,690.40869140625,704.9444324970245
10,43,0.00042254179186249736,38.403744416358045,30,705.0913643836975,715.2993984222412
25,17,2.9878994675730048e-05,39.642756573729926,31,715.4533166885376,737.9818427562714
25,22,1.0289266503799744e-05,38.220665711737524,32,738.1291618347168,759.9606206417084
26,14,0.00043862733508766847,37.249178443927974,33,760.107825756073,784.3638792037964
26,13,2.7626386035998238e-05,39.71480059926879,34,784.5095889568329,808.5404222011566
26,4,3.192315126811401e-05,37.19186420491477,35,808.6981678009033,830.9091951847076
26,9,2.626862581779487e-05,37.39518567610906,36,831.0727076530457,855.4650444984436
26,19,3.2436056639960455e-05,38.6750711094439,37,855.6115958690643,880.7217395305634
10,18,0.0003819379059609879,39.016569917122325,38,880.8910620212555,893.2550554275513
10,18,0.0004799253864922144,40.00982773149278,39,893.405041217804,904.6932091712952
