p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
36,18,3.0290110499372456e-05,-405.2649331115396,0,0.012877464294433594,8.409545660018921
21,12,0.00034614690106693046,-252.23488167157413,1,8.52607250213623,14.986520528793335
80,15,1.2502287928872825e-05,-377.1662138015255,2,15.000749111175537,28.74513006210327
68,26,0.0028607226375661167,-38.9248021750288,3,28.770894050598145,41.81339192390442
85,25,0.02185460494462754,79.639865409034,4,41.828192710876465,56.19094705581665
53,10,3.207263766555705e-05,-431.5365864143292,5,56.20537972450256,67.37004375457764
12,12,0.00034149144673416434,-299.5259850522563,6,67.3843686580658,73.06338095664978
30,27,9.081461123502013e-05,-410.3321083375691,7,73.07678246498108,80.9673433303833
11,27,3.600480327269963e-05,-398.5736842361777,8,80.98097491264343,86.94796371459961
88,20,0.009536367479228758,72.68371426826906,9,86.96163249015808,101.3355143070221
54,25,0.02515403828418979,78.65994963850856,10,101.46145915985107,112.26138019561768
39,31,0.019634230990822638,28.540941186613566,11,112.57706308364868,121.56658887863159
79,10,0.021345387134351492,68.97344051721187,12,121.7001006603241,135.07531094551086
98,29,0.02165904235117845,66.37948334613206,13,135.20848393440247,151.26239657402039
84,24,0.019820899103664188,62.22753859806216,14,151.3882122039795,166.65731477737427
31,25,0.02269815907002917,-4.63269213229553,15,166.79135060310364,175.25348806381226
85,22,0.02290236164101273,67.7840953603894,16,175.38502740859985,190.57985973358154
