p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
66,19,0.006949032163538459,36.94645494038815,0,0.09413981437683105,5.7335638999938965
80,7,0.048970123910743284,60.289487571132774,1,5.749664783477783,12.178826570510864
34,11,0.01921562396363752,48.39839950802626,2,12.30710744857788,15.861413955688477
17,11,0.021971191141728838,52.95760597492502,3,15.879135131835938,18.475719213485718
55,10,0.04693001830913399,49.283645459110964,4,18.492605447769165,23.637107372283936
62,15,0.0055118652722894795,42.6993655119515,5,23.65335512161255,29.046286582946777
86,17,0.020210286190548116,50.41328371408288,6,29.062572717666626,36.136128187179565
74,6,0.04303153216741021,51.04608529448901,7,36.32269811630249,42.82635045051575
72,22,0.0312229863323149,51.43345121819338,8,42.84334993362427,49.36384034156799
29,22,0.03290543214587004,54.28172999645867,9,49.38101625442505,53.11802268028259
82,9,0.049587273779993696,52.26101422239894,10,53.25824451446533,60.870288133621216
79,4,0.047742641187459495,53.68979449432256,11,61.014233112335205,68.09546375274658
33,20,0.03541668948037553,52.257897293702136,12,68.23685646057129,72.25022554397583
80,17,0.0490470985567826,47.66763828099118,13,72.38968992233276,79.51056027412415
29,22,0.0480085195427033,53.9314439220073,14,79.90640187263489,83.41538047790527
80,10,0.048652176345922525,55.055766559847186,15,83.58114337921143,90.27024579048157
78,11,0.04911843410354826,53.35749151267396,16,90.40868520736694,96.93882894515991
81,8,0.047263634433963295,52.16902969070372,17,97.07633018493652,103.72788405418396
81,12,0.04859143707994605,50.38780700173439,18,103.86237573623657,111.59161329269409
80,9,0.04781316100075113,44.70408135387765,19,111.75391054153442,120.41702079772949
81,6,0.048982097402584523,52.92957405012629,20,120.63127326965332,130.39227032661438
76,7,0.04828824901773708,51.404473881082566,21,130.58300375938416,138.4178602695465
79,10,0.04853452022136012,50.23375570498695,22,138.56995797157288,145.6033854484558
79,6,0.048747711274567715,49.87743929302825,23,145.74467515945435,153.15144681930542
80,6,0.04882495860747126,47.63554827430008,24,153.31452441215515,160.57345128059387
97,7,0.048657382208125474,51.0242431884389,25,160.72826194763184,169.07540798187256
84,10,0.04883266922127844,47.859371790769366,26,169.23851680755615,177.29506468772888
80,8,0.0488705036580923,49.96936603471991,27,177.4795436859131,185.84135031700134
80,10,0.04882768571650502,50.864878827205814,28,185.99957275390625,193.32543563842773
27,24,0.01414910228090194,51.95069310532161,29,193.47336864471436,196.98359942436218
