p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
39,4,0.043479744067348176,75.88281760510998,0,0.09377193450927734,3.937840223312378
98,12,0.01891180856763325,75.58625255837512,1,3.952847719192505,11.011491298675537
68,12,0.034908738536467455,75.88655789874485,2,11.13906216621399,16.452256441116333
40,12,0.02606019542134988,73.50338503883837,3,16.467742443084717,20.217451095581055
99,15,0.047208918343419934,75.69753145983577,4,20.23305606842041,27.466543436050415
70,4,0.008544587455627828,69.3389654394698,5,27.629526376724243,33.36159563064575
84,24,0.029028015659087268,73.40125233833467,6,33.37770676612854,39.91074776649475
60,18,0.04010290315483852,73.59859665978013,7,39.92699670791626,44.93322396278381
28,11,0.021690861712052797,70.24410685326458,8,45.12455177307129,48.26794481277466
16,18,0.009666596023420102,68.79181922326669,9,48.284021854400635,50.714348554611206
68,11,0.03201972507440586,75.30851886036778,10,50.83852982521057,56.41095018386841
16,12,0.03475619207581696,70.43964847129264,11,56.54136252403259,59.111592292785645
63,12,0.0341088134233526,76.38985870185631,12,59.24185252189636,64.46777582168579
57,12,0.03388254341823968,75.65663318237111,13,64.60124850273132,69.47298502922058
64,4,0.034147632381745924,74.73120787179269,14,69.60723781585693,74.74028539657593
70,14,0.034354170641117954,72.16923420189227,15,75.09656572341919,80.76975440979004
92,12,0.03423486054229141,76.55687488820146,16,80.90754771232605,87.86479759216309
93,13,0.03431027826263786,75.50128808224596,17,88.00294947624207,95.13101077079773
83,12,0.035792906776824854,74.56992045632167,18,95.2693452835083,102.46901607513428
91,10,0.03395079199300018,76.23459956975383,19,102.63353610038757,110.56602478027344
90,12,0.03440656744963012,76.03569049570567,20,110.70732259750366,117.6123673915863
92,12,0.028309617941322314,75.29575088524092,21,117.74802446365356,125.3417649269104
92,9,0.03591553004728308,77.01530245101564,22,125.49803471565247,132.620858669281
93,5,0.03965184970323914,76.63713041214105,23,132.7630558013916,139.74663639068604
88,8,0.03612171352203298,77.14982536312519,24,139.89399123191833,147.02475023269653
86,6,0.036225553847737055,75.96849351763488,25,147.16917419433594,153.8458969593048
88,11,0.03980877641631053,77.06449886219862,26,153.99897623062134,160.70784974098206
88,12,0.04142160795961402,78.29075151518947,27,160.8570897579193,167.57027959823608
85,12,0.042585717782679715,77.63859283396064,28,167.7242248058319,174.4130301475525
81,12,0.04107016580032553,76.34582845648707,29,174.55771112442017,181.30516409873962
