p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
95,17,0.03399378307950339,76.77850058428484,0,0.09326457977294922,6.206021547317505
11,13,0.0049661509307892485,64.52564656131494,1,6.22087287902832,7.9810779094696045
93,11,0.02140982643369762,76.21280867859213,2,7.996825218200684,13.957162618637085
31,19,0.02298062650624861,66.56852131688917,3,13.971769094467163,16.7579562664032
48,4,0.026826668693175612,74.28769127078823,4,16.773133039474487,20.30752992630005
74,17,0.019153304908100393,71.6758315228695,5,20.322423219680786,25.305171489715576
65,24,0.02128401261754539,68.5370174958743,6,25.319940328598022,29.7917218208313
98,22,0.0215366266641942,77.01305817939354,7,29.806814432144165,36.68387150764465
92,20,0.04657483124771501,77.50686925976218,8,36.700899600982666,43.78056836128235
19,6,0.032370193056755446,72.68456709550375,9,43.79858422279358,46.15230894088745
87,20,0.04684414332238788,77.92620579933796,10,46.29202485084534,53.02319407463074
78,20,0.04684374553521235,75.78391815308524,11,53.147921562194824,58.640103578567505
85,24,0.046917404378727885,75.56498318430934,12,58.77139329910278,65.0691499710083
87,21,0.04748753419269646,76.49802162176104,13,65.20083570480347,71.34401774406433
87,20,0.030864893676249124,71.92925005475313,14,71.47509241104126,77.50598645210266
87,13,0.04146504941420326,77.50886186588855,15,77.63874173164368,83.73481225967407
87,20,0.039076230916126026,76.19400784202591,16,83.86700797080994,90.21379089355469
86,17,0.04720216088919367,76.73337938588485,17,90.34679102897644,96.38750195503235
87,10,0.037304995254962496,79.52439496168861,18,96.5187520980835,102.58457136154175
87,4,0.033679176652634625,75.1677893677172,19,102.72187089920044,108.69046545028687
86,8,0.03757561508068444,77.96057566342812,20,108.82838153839111,114.87777948379517
88,6,0.03669783409601804,77.01099466114003,21,115.25526738166809,121.35737323760986
75,10,0.03739323670966373,77.67536200403028,22,121.49794936180115,126.98387289047241
63,8,0.03858309194211365,76.58555774270775,23,127.12422275543213,131.94352746009827
84,10,0.035736071978547654,77.5227280523252,24,132.08157896995544,137.8753821849823
87,10,0.03485206581796245,77.80963704566979,25,138.01667046546936,144.52139592170715
86,8,0.03326129025739295,77.16826497845193,26,144.96341943740845,151.44748783111572
93,10,0.03720892806646093,79.71085766481264,27,151.60676765441895,158.46908140182495
98,11,0.037293882749493884,77.64210258165234,28,158.61412024497986,165.65540218353271
93,9,0.03873740425180797,78.02764841716005,29,165.79738879203796,172.46672081947327
