p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
46,15,0.00823920531397808,21.419406831452488,0,0.014443635940551758,9.76986575126648
95,11,0.0026804948743811316,44.63644221320832,1,9.887295007705688,25.237876176834106
96,10,0.08129899456618206,85.01683887434105,2,25.25184965133667,40.71297025680542
27,32,0.00010293228130134541,-614.9999273560109,3,40.72718930244446,48.565558195114136
44,31,0.02604445483230544,33.30970875300727,4,48.579668045043945,58.688149213790894
26,28,0.00010977283401208568,-892.9456699832118,5,58.702630281448364,66.79360866546631
11,15,2.804879177961289e-05,-436.1604387799807,6,66.80736422538757,73.39995193481445
65,11,0.0002112930359652324,-262.78616100475756,7,73.41665387153625,85.93470406532288
26,16,0.011836542568590364,-1.7895617772258787,8,85.94900321960449,93.69232964515686
71,31,0.001968393504536392,-127.00311271602958,9,93.70583462715149,107.21653771400452
97,9,0.0014518280950938517,19.872719187429254,10,107.34175562858582,123.27080059051514
83,9,0.06351365499323071,69.90320448116944,11,123.59373664855957,137.94713640213013
63,11,0.09049903993063246,81.77785564651569,12,138.08556175231934,150.043194770813
100,14,0.08147024969555593,77.01739072057015,13,150.17378044128418,166.63668370246887
23,10,0.07661599137697167,51.40217286665598,14,166.76771879196167,174.49915075302124
70,31,0.09485408972025577,64.7047272340557,15,174.64300560951233,187.62712502479553
97,10,0.05066157788036775,86.02105967292535,16,187.7599003314972,203.9136769771576
98,9,0.037842321624011924,70.0012320179015,17,204.05090880393982,221.70117378234863
97,10,0.01695171754764587,62.84498961044669,18,222.1125967502594,240.04992985725403
62,10,0.047880436767257326,64.53892199793036,19,240.19328808784485,252.1541576385498
