p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
79,9,0.027312358231375535,77.00060504836104,0,0.2607386112213135,15.71284794807434
14,7,0.0191824738659638,67.29331832272175,1,15.76642918586731,21.129483222961426
20,4,0.023947325881974957,71.92518342595476,2,21.172834396362305,27.60333514213562
38,24,0.04574831770488822,70.72960658712515,3,27.64589262008667,36.82692575454712
83,10,0.02596563611702913,76.31295388549941,4,36.87242388725281,52.54417586326599
97,23,0.027217196664285338,71.52046465585039,5,52.94680833816528,71.17639923095703
27,4,0.016372690616271484,71.9618917470238,6,71.21849632263184,78.50027561187744
96,8,0.005306965218222511,68.19160582176823,7,78.54236078262329,96.59793305397034
16,5,0.02050435842438361,71.21048635267499,8,96.64547753334045,102.71968007087708
68,16,0.0034622706308623614,63.925062280838915,9,102.76162314414978,116.39634299278259
72,8,0.02737373435594311,75.89387879525549,10,116.71513390541077,130.68635320663452
78,9,0.0208299996137912,75.28816590057193,11,131.00573754310608,145.88364124298096
