p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
60,6,0.012170877860792614,51.93149235930873,0,0.10036873817443848,4.938823699951172
79,13,0.032798661689111774,55.13166531964573,1,4.955177307128906,10.472614765167236
55,12,0.005744447284348444,50.06460956400809,2,10.487630128860474,15.02756667137146
85,5,0.028316859633349338,55.291724479871604,3,15.043776750564575,20.84401035308838
89,19,0.031357426966336116,54.18276481797732,4,20.858973503112793,27.11277747154236
95,7,0.021562660794134526,54.42770989962433,5,27.128469467163086,33.995521545410156
94,20,0.028590130249927074,54.23511374242602,6,34.01094102859497,40.502628803253174
46,24,0.04922898388761413,51.643875361020555,7,40.5178759098053,44.353185415267944
100,5,0.023018805581170726,53.82480310146125,8,44.37011694908142,51.22830367088318
53,4,0.03109923840047789,52.898924723823036,9,51.40481901168823,55.68378949165344
85,4,0.04958023463802564,54.86102009564776,10,55.79995632171631,61.81492757797241
85,5,0.005970423544908766,49.22036865749345,11,61.9353244304657,67.88983750343323
85,5,0.024670890000477615,53.24137780839582,12,68.0134060382843,74.24084115028381
76,9,0.028373587394979128,55.22317505601366,13,74.37023687362671,80.3282995223999
85,5,0.027007838061738648,53.403240737806044,14,80.4571602344513,86.36444044113159
69,5,0.028144353551766647,53.22835430158727,15,86.48892068862915,91.68230199813843
75,5,0.0315695393500017,53.364839019196296,16,91.8090705871582,97.43472385406494
72,9,0.028230108483544097,54.41295093672236,17,97.56869411468506,102.90026497840881
84,5,0.030647595181103406,53.835975725980845,18,103.02595043182373,108.95060157775879
76,9,0.01875566132354985,53.95525837274637,19,109.07716369628906,114.87449645996094
