p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
43,21,0.011997599009605082,33.24153735632185,0,0.09039187431335449,3.510836601257324
84,6,0.012412210667577049,40.505560344827586,1,3.52596378326416,8.80635690689087
66,10,0.031500916946090356,42.34762931034483,2,8.821036577224731,13.339649200439453
93,22,0.0062490911942768065,33.49724137931035,3,13.354398727416992,19.257683277130127
23,20,0.00795127967756359,33.03617816091953,4,19.272202014923096,21.860751390457153
42,4,0.04716257265343124,43.745043103448275,5,22.022939682006836,25.50376009941101
64,15,0.04086559337999414,42.22409482758621,6,25.518653631210327,30.16112732887268
77,9,0.02628143418134644,42.253893678160914,7,30.175758123397827,35.36851501464844
99,6,0.011169718473941947,40.65931034482759,8,35.384013175964355,42.6852171421051
93,17,0.04139930399415571,42.491652298850575,9,42.7026584148407,49.565643072128296
16,20,0.048699992998879275,36.279195402298846,10,49.70068979263306,52.028348445892334
25,4,0.04833185263653999,43.67271551724137,11,52.16152834892273,54.90461277961731
46,6,0.047201447999733824,43.636264367816096,12,55.03866505622864,59.17168712615967
35,4,0.040227040876456115,43.278965517241375,13,59.307204723358154,62.67897081375122
92,4,0.047008294040947904,43.18715517241379,14,62.8138644695282,69.50484347343445
10,8,0.048758148551686295,38.840330459770115,15,69.63532853126526,71.49075484275818
14,4,0.04569698806378584,41.86383620689655,16,71.62927222251892,73.83513402938843
23,4,0.049041153550595955,43.11734195402299,17,73.96712374687195,76.61751365661621
29,7,0.04636586707500797,43.88985632183909,18,76.76436758041382,79.95106744766235
33,8,0.04632452889426725,43.52702586206896,19,80.09726476669312,83.40536713600159
22,7,0.04641658385910828,41.86758620689656,20,83.54523015022278,86.03317713737488
29,7,0.048074026816605595,43.56258620689655,21,86.46277666091919,89.3996651172638
26,7,0.04389043361486969,43.40887931034482,22,89.54231357574463,92.44881987571716
