p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
98,22,0.025695694536398216,53.80819705757549,0,0.09086894989013672,6.13737416267395
65,22,0.048749951963056516,53.48529833287894,1,6.151202917098999,10.470519304275513
65,22,0.04828937856020522,53.224812218534026,2,10.484814882278442,15.102227449417114
28,18,0.024750653604793487,49.830803884818394,3,15.118444681167603,17.796754360198975
15,13,0.017275201399018142,49.202600468251504,4,17.811196088790894,19.72229504585266
74,21,0.028201074578031185,54.229794986218714,5,19.73692512512207,24.783771991729736
57,9,0.04958433998341814,54.77412524779206,6,24.79920744895935,28.83936095237732
49,17,0.0177659821902827,51.52100073582773,7,28.85343337059021,32.549235582351685
85,4,0.03746583653090282,54.23986988877388,8,32.56429862976074,38.1813428401947
59,23,0.04893599929611644,52.81838116503277,9,38.19576859474182,42.46810531616211
36,8,0.04988368896719855,54.844913889578095,10,42.58637499809265,45.63057518005371
21,7,0.049947705687929785,53.38472728344752,11,45.754873275756836,48.019904375076294
36,8,0.033993723120027776,55.10079867288229,12,48.1417818069458,51.45178246498108
36,8,0.028663216278583918,53.04579029777522,13,51.58581233024597,54.742568492889404
38,11,0.034409961492905275,53.54929632478718,14,54.870920181274414,58.00042748451233
29,8,0.03413611805063621,52.888899706836035,15,58.12638258934021,60.766886949539185
37,9,0.03266015638173321,54.27855887042385,16,60.89726161956787,64.17749643325806
35,8,0.03406829894847325,53.88325063786892,17,64.310964345932,67.31204962730408
36,8,0.03153104546538315,54.215298054263414,18,67.43654012680054,70.47653245925903
37,7,0.045229430781530494,55.026753215142556,19,70.6037974357605,73.6703143119812
32,8,0.04427489535353935,54.77751777761386,20,73.8056538105011,76.64253330230713
30,7,0.04531379393035552,54.68500565064698,21,76.99398040771484,79.75250124931335
36,8,0.035091666920638094,53.389785922252116,22,79.88089942932129,82.90985822677612
37,5,0.049247513728256156,54.1878534871574,23,83.03885173797607,86.08271336555481
36,10,0.033966208334024146,54.58258073810449,24,86.2126739025116,89.26601696014404
38,12,0.044479915230993365,53.712074791550755,25,89.39270782470703,92.82865810394287
43,7,0.042321973898493265,55.1111846957554,26,92.95869088172913,96.38437628746033
42,7,0.04025616770672134,54.98737830330005,27,96.51650214195251,99.87358474731445
43,7,0.03915630747643577,54.24379145938894,28,100.01336026191711,103.3916404247284
96,6,0.04232797541448167,55.3840138765247,29,103.52571845054626,109.67345356941223
