p:EPOCHS,p:LATENT_DIM,p:kl_weight,objective,job_id,m:timestamp_submit,m:timestamp_gather
66,13,0.02172053248201412,54.96798610294535,0,0.012413501739501953,5.5133514404296875
74,22,0.014543774887015422,-46.66894728356472,1,5.530746936798096,11.130724906921387
39,20,0.03380684680385724,28.083132607528185,2,11.251803636550903,15.627368211746216
44,14,0.024096339769645897,43.05881882309009,3,15.644362688064575,19.710671186447144
27,22,0.0022840330495757714,29.464318487907306,4,19.728183031082153,22.92002820968628
41,15,0.008453281154260861,45.69095297379266,5,22.93754482269287,27.074169635772705
90,12,0.0026453044158861643,-11.469344411539083,6,27.091609954833984,33.620930433273315
49,13,0.017353019803601568,45.72267957130538,7,33.63847327232361,38.60300254821777
49,21,0.043167042154336546,52.90894544096838,8,38.62873101234436,43.24962544441223
54,13,0.013118125907892117,24.19782937316569,9,43.266215085983276,48.162121295928955
72,13,0.022283271414353732,35.408662384246725,10,48.286391496658325,53.826541900634766
67,6,0.020456392846415584,79.3835739820565,11,53.950068950653076,59.65618133544922
67,4,0.015175146389013454,76.49339150441915,12,59.78619074821472,65.94187951087952
99,6,0.02165352361772146,96.02855539244264,13,66.07001638412476,73.51169800758362
100,6,0.005666074151238625,74.49669363079943,14,73.6454074382782,81.2950279712677
99,8,0.02328094778699814,67.62658332959558,15,81.43069124221802,88.49860143661499
91,6,0.024347349495628178,85.28494417054681,16,88.63813853263855,95.5063693523407
97,7,0.015016181700404304,74.3714528507509,17,95.65406894683838,102.68014478683472
82,6,0.0015404143095430456,56.92594581554878,18,102.82089638710022,109.48714423179626
54,6,0.02459508579854823,56.8582570736905,19,109.63629460334778,114.8224663734436
68,9,0.013024728608291122,45.24421067178383,20,114.96383714675903,120.68392252922058
89,6,0.018661502799946886,82.18614343399318,21,121.0501024723053,127.95656991004944
100,6,0.03365110924247245,81.45608256770628,22,128.0997703075409,135.60973119735718
98,5,0.013303843018199198,58.588229446869526,23,135.75409770011902,143.4645869731903
99,4,0.022745915656196675,95.65061223896048,24,143.61880016326904,150.83850049972534
99,5,0.018524958797845856,77.72719150757098,25,150.99333357810974,159.40457010269165
98,4,0.021372805254507382,52.61917051652086,26,159.54829573631287,167.82670307159424
99,4,0.021690776259637685,84.63603996979109,27,167.9742877483368,175.60897135734558
98,6,0.025100657984561944,92.21850766677616,28,175.7581958770752,183.10167479515076
92,4,0.029604627707776363,76.58155973345389,29,183.2513496875763,190.48254990577698
